,mean_temperature,max_temperature,min_temperature,mean_dewPoint,total_precipitation,mean_windSpeed,mean_visibility
2023-08-14,23.444444444444443,27.0,18.000000000000004,20.55555555555556,0.0,2.3664424,5.9545580000000005
2023-08-15,22.83333333333333,27.11111111111111,15.72222222222222,19.944444444444446,0.0,1.800554,5.471756
2023-08-16,23.33333333333333,26.5,18.72222222222222,20.33333333333333,0.0,2.057776,6.759228
2023-08-17,22.11111111111111,26.0,17.0,19.61111111111111,0.0,1.4404432,5.793624
2023-08-18,22.33333333333333,27.0,16.0,19.388888888888893,0.0,2.0063316,5.149888000000001
2023-08-19,23.277777777777786,30.0,16.5,19.166666666666668,0.0,2.1092204,5.9545580000000005
2023-08-20,25.444444444444443,34.0,17.5,18.88888888888889,0.0,1.8519984,6.598293999999999
2023-08-21,27.05555555555556,37.0,17.5,18.22222222222222,0.0,2.4693312,6.276426
2023-08-22,26.444444444444443,34.0,17.38888888888889,16.38888888888889,0.0,1.7491096,6.115492
2023-08-23,26.333333333333336,35.0,18.72222222222222,16.22222222222222,0.0,1.543332,5.793624
2023-08-24,25.83333333333333,35.0,19.0,18.666666666666664,0.0,1.7491096,5.471756
2023-08-25,26.888888888888893,36.0,17.88888888888889,15.38888888888889,0.0,1.543332,4.9889540000000006
2023-08-26,24.944444444444446,29.0,20.611111111111107,21.444444444444443,0.0,2.6751088000000003,4.82802
2023-08-27,22.444444444444446,25.0,14.000000000000002,17.166666666666668,0.0,3.343886,5.63269
2023-08-28,20.666666666666668,26.27777777777778,13.0,15.5,0.0,2.6236644,6.920162
2023-08-29,21.38888888888889,27.27777777777777,13.27777777777778,17.61111111111111,0.0,1.9034428,4.9889540000000006
2023-08-30,22.722222222222225,27.0,18.000000000000004,20.0,0.0,2.6751088000000003,5.9545580000000005
2023-08-31,20.33333333333333,26.22222222222222,14.38888888888889,17.944444444444443,0.0,1.7491096,4.9889540000000006
2023-09-01,21.27777777777778,26.0,14.88888888888889,18.166666666666668,0.0,2.7779976000000004,4.9889540000000006
2023-09-02,22.22222222222222,24.0,19.72222222222222,17.72222222222222,0.0,2.0063316,5.471756
2023-09-03,20.55555555555556,24.0,17.0,17.27777777777778,6.604,2.2121092,5.149888000000001
2023-09-04,20.38888888888889,25.222222222222225,14.000000000000002,16.38888888888889,0.0,1.9034428,5.471756
2023-09-05,20.83333333333333,25.0,14.88888888888889,18.33333333333333,0.0,1.6462208,4.9889540000000006
2023-09-06,21.611111111111114,27.0,17.0,18.88888888888889,0.0,2.829442,4.667085999999999
2023-09-07,21.0,27.0,15.61111111111111,18.666666666666664,0.0,1.4918876,5.310822
2023-09-08,21.0,26.0,14.77777777777778,18.833333333333336,0.0,1.3375544,5.471756
2023-09-09,21.83333333333333,27.0,16.38888888888889,18.944444444444443,0.0,1.8519984,4.9889540000000006
2023-09-10,21.444444444444443,26.0,16.0,19.27777777777778,0.0,1.543332,5.310822
2023-09-11,21.611111111111114,26.0,16.38888888888889,19.166666666666668,0.0,2.0063316,5.9545580000000005
2023-09-12,21.444444444444443,26.0,16.5,17.944444444444443,0.0,2.4693312,5.471756
2023-09-13,20.777777777777786,25.0,15.27777777777778,18.22222222222222,0.0,1.7491096,4.9889540000000006
2023-09-14,21.27777777777778,25.11111111111111,15.27777777777778,19.33333333333333,0.0,1.28611,4.9889540000000006
2023-09-15,22.944444444444443,26.0,18.000000000000004,19.944444444444446,0.0,2.7265532,5.310822
2023-09-16,21.05555555555556,25.0,15.61111111111111,17.72222222222222,0.0,1.7491096,5.471756
2023-09-17,20.777777777777786,24.0,16.77777777777778,17.11111111111111,0.0,2.1092204,4.9889540000000006
2023-09-18,20.611111111111107,25.222222222222225,15.38888888888889,15.88888888888889,0.0,2.2121092,5.9545580000000005
2023-09-19,19.05555555555556,25.0,14.72222222222222,15.77777777777778,0.0,1.6462208,5.471756
2023-09-20,19.22222222222221,25.0,12.5,15.72222222222222,0.0,1.8519984,5.149888000000001
2023-09-21,19.388888888888893,25.0,12.611111111111112,15.166666666666666,0.0,1.4918876,6.43736
2023-09-22,18.72222222222222,23.000000000000004,14.000000000000002,16.444444444444443,0.508,2.314998,4.9889540000000006
2023-09-23,18.444444444444443,25.0,11.88888888888889,14.444444444444445,0.0,2.4178868,6.598293999999999
2023-09-24,20.05555555555556,26.0,13.777777777777777,17.444444444444443,0.0,1.5947764,5.9545580000000005
2023-09-25,20.500000000000004,25.0,14.77777777777778,19.0,0.0,1.800554,4.02335
2023-09-26,21.944444444444443,25.0,16.61111111111111,18.944444444444443,0.0,2.4693312,5.471756
2023-09-27,21.11111111111111,25.0,16.38888888888889,19.05555555555556,0.0,1.4918876,5.793624
2023-09-28,21.05555555555556,26.0,16.0,19.05555555555556,0.0,1.3375544,5.471756
2023-09-29,21.333333333333336,27.0,16.22222222222222,19.0,0.0,1.800554,3.5405480000000003
2023-09-30,21.77777777777778,30.0,12.611111111111112,17.444444444444443,0.0,1.4404432,4.82802
2023-10-01,20.72222222222222,27.0,13.499999999999998,17.77777777777778,0.0,1.3375544,4.506151999999999
2023-10-02,19.83333333333333,26.0,12.611111111111112,18.111111111111107,0.0,1.1832212,4.184284
2023-10-03,21.611111111111114,26.11111111111111,15.72222222222222,19.05555555555556,0.0,1.6976652,3.862416
2023-10-04,21.0,29.0,14.27777777777778,17.444444444444443,0.254,1.2346656,3.701482
2023-10-05,20.0,26.22222222222222,12.888888888888893,18.05555555555556,0.0,1.1832212,4.02335
2023-10-06,21.333333333333336,29.0,13.777777777777777,17.555555555555557,0.0,1.28611,3.862416
2023-10-07,22.05555555555556,30.0,16.0,15.88888888888889,0.0,1.4918876,5.149888000000001
2023-10-08,20.777777777777786,30.0,13.27777777777778,16.055555555555557,0.0,1.028888,4.9889540000000006
2023-10-09,19.88888888888889,29.0,11.38888888888889,15.22222222222222,0.0,1.3375544,4.506151999999999
2023-10-10,20.166666666666668,27.0,12.77777777777778,18.000000000000004,0.0,1.8519984,4.9889540000000006
2023-10-11,20.55555555555556,27.0,15.22222222222222,18.5,0.0,2.2121092,4.506151999999999
2023-10-12,19.66666666666667,26.0,12.72222222222222,17.944444444444443,0.0,1.543332,4.82802
2023-10-13,20.11111111111111,26.0,13.88888888888889,17.38888888888889,0.0,1.4918876,4.506151999999999
2023-10-14,23.33333333333333,32.0,16.38888888888889,16.61111111111111,0.0,2.2635536000000003,5.149888000000001
2023-10-15,22.33333333333333,28.000000000000004,15.38888888888889,13.333333333333334,0.0,0.7202216,5.310822
2023-10-16,20.88888888888889,27.11111111111111,14.000000000000002,13.27777777777778,0.0,0.9774436,5.310822
2023-10-17,23.22222222222222,32.111111111111114,17.0,16.72222222222222,0.0,3.343886,4.9889540000000006
2023-10-18,22.88888888888889,27.0,19.0,19.33333333333333,0.0,3.2924416,5.149888000000001
2023-10-19,22.38888888888889,26.0,18.61111111111111,17.555555555555557,0.0,6.687772,4.667085999999999
2023-10-20,19.83333333333333,23.000000000000004,15.0,15.5,25.146,2.4693312,5.471756
2023-10-21,18.666666666666664,23.000000000000004,13.11111111111111,14.61111111111111,0.0,1.800554,5.793624
2023-10-22,21.444444444444443,27.22222222222222,16.27777777777778,15.833333333333334,0.0,7.5108824,4.506151999999999
2023-10-23,19.111111111111114,22.0,16.0,16.444444444444443,1.778,4.3213296,4.9889540000000006
2023-10-24,17.72222222222222,23.000000000000004,13.0,13.833333333333334,0.0,2.2121092,5.793624
2023-10-25,18.38888888888889,24.0,12.0,14.055555555555554,0.0,1.1317768,5.63269
2023-10-26,19.05555555555556,24.0,13.22222222222222,17.055555555555557,0.0,1.4918876,4.9889540000000006
2023-10-27,19.33333333333333,22.0,17.38888888888889,18.88888888888889,3.048,2.1092204,4.82802
2023-10-28,18.77777777777778,23.000000000000004,13.0,15.944444444444445,0.0,1.4404432,4.9889540000000006
2023-10-29,17.666666666666668,23.000000000000004,11.61111111111111,13.944444444444445,0.0,1.28611,5.310822
2023-10-30,19.388888888888893,22.11111111111111,16.5,16.944444444444443,26.162,3.601108,4.82802
2023-10-31,19.388888888888893,24.0,16.61111111111111,17.22222222222222,0.0,2.6236644,4.506151999999999
2023-11-01,18.944444444444443,24.72222222222222,14.000000000000002,17.0,0.254,1.3375544,5.63269
2023-11-02,18.166666666666668,23.000000000000004,11.38888888888889,16.166666666666668,0.0,3.1895528,4.9889540000000006
2023-11-03,18.77777777777778,22.0,14.000000000000002,15.555555555555555,3.81,1.800554,4.82802
2023-11-04,17.11111111111111,22.0,12.0,14.166666666666666,0.0,1.3889988000000002,5.793624
2023-11-05,17.22222222222222,19.0,14.77777777777778,15.944444444444445,1.5239999999999998,2.2121092,4.667085999999999
2023-11-06,16.333333333333332,20.11111111111111,10.999999999999998,13.499999999999998,0.0,3.0352196000000005,4.9889540000000006
2023-11-07,13.444444444444446,19.0,8.0,8.88888888888889,0.0,2.8808864,5.310822
2023-11-08,12.666666666666664,21.0,4.388888888888888,8.444444444444446,0.254,1.9548872,6.43736
2023-11-09,15.0,22.0,8.722222222222223,12.27777777777778,0.0,1.1832212,6.43736
2023-11-10,17.61111111111111,23.000000000000004,12.5,15.88888888888889,0.0,1.543332,5.149888000000001
2023-11-11,16.77777777777778,23.000000000000004,10.999999999999998,15.38888888888889,0.0,1.9034428,5.310822
2023-11-12,16.72222222222222,25.0,10.5,14.77777777777778,0.0,2.057776,6.920162
2023-11-13,17.055555555555557,25.0,9.000000000000002,14.22222222222222,0.0,0.7202216,5.310822
2023-11-14,15.88888888888889,25.11111111111111,8.777777777777777,10.77777777777778,0.0,0.771666,6.276426
2023-11-15,14.333333333333334,23.000000000000004,7.000000000000001,12.666666666666664,0.0,0.771666,4.184284
2023-11-16,16.22222222222222,21.0,10.72222222222222,15.72222222222222,0.508,1.2346656,1.1265379999999998
2023-11-17,14.72222222222222,22.0,7.000000000000001,13.833333333333334,0.0,0.8231104,2.092142
2023-11-18,14.22222222222222,20.0,8.0,13.333333333333334,0.254,0.8231104,2.5749440000000003
2023-11-19,13.11111111111111,21.0,7.000000000000001,11.666666666666666,0.254,0.7202216,2.253076
2023-11-20,14.833333333333334,22.0,9.000000000000002,13.61111111111111,0.0,0.8231104,3.057746
2023-11-21,17.88888888888889,22.0,12.0,14.333333333333334,0.0,1.4404432,4.9889540000000006
2023-11-22,14.444444444444445,20.0,5.999999999999998,10.833333333333334,0.0,1.543332,5.63269
2023-11-23,13.055555555555555,22.11111111111111,5.0,5.055555555555556,0.0,2.6236644,6.759228
2023-11-24,10.666666666666668,19.111111111111114,2.999999999999999,6.611111111111111,0.0,1.4918876,5.471756
2023-11-25,11.555555555555554,19.0,5.0,8.444444444444446,0.0,1.0803324,5.471756
2023-11-26,12.833333333333334,21.0,6.222222222222224,9.000000000000002,0.0,1.4404432,5.63269
2023-11-27,13.555555555555555,21.0,8.61111111111111,9.888888888888888,0.0,1.0803324,5.793624
2023-11-28,14.27777777777778,21.0,8.38888888888889,10.111111111111112,0.0,1.0803324,5.793624
2023-11-29,14.5,21.11111111111111,8.722222222222223,11.11111111111111,0.0,1.4404432,5.793624
2023-11-30,15.666666666666666,21.0,9.77777777777778,11.833333333333332,0.0,2.314998,5.310822
2023-12-01,14.944444444444445,21.0,9.000000000000002,10.055555555555555,8.889999999999999,2.9837752,4.82802
2023-12-02,13.444444444444446,18.000000000000004,9.000000000000002,10.944444444444446,2.032,1.2346656,5.63269
2023-12-03,12.055555555555555,19.0,5.999999999999998,7.333333333333335,0.0,2.4178868,5.471756
2023-12-04,11.38888888888889,19.111111111111114,4.888888888888888,8.166666666666668,0.0,1.2346656,5.793624
2023-12-05,15.72222222222222,23.000000000000004,8.0,10.72222222222222,0.0,2.7265532,5.149888000000001
2023-12-06,17.5,19.0,15.77777777777778,15.944444444444445,6.858,7.0993272,4.667085999999999
2023-12-07,16.77777777777778,20.222222222222225,12.0,15.666666666666666,0.508,1.0803324,4.184284
2023-12-08,15.555555555555555,22.0,10.0,13.722222222222223,0.0,1.28611,5.63269
2023-12-09,16.055555555555557,22.27777777777777,12.0,13.833333333333334,0.0,1.800554,5.471756
2023-12-10,16.27777777777778,25.0,9.000000000000002,13.444444444444446,0.0,1.3889988000000002,5.149888000000001
2023-12-11,15.555555555555555,25.0,8.38888888888889,11.61111111111111,0.0,0.8231104,5.793624
2023-12-12,13.88888888888889,23.000000000000004,8.0,13.0,0.0,0.6173328,3.701482
2023-12-13,15.166666666666666,20.0,10.999999999999998,14.77777777777778,4.3180000000000005,2.3664424,3.379614
2023-12-14,12.333333333333336,17.0,7.000000000000001,9.000000000000002,0.0,2.6236644,4.9889540000000006
2023-12-15,9.22222222222222,19.111111111111114,1.277777777777776,4.833333333333335,0.0,1.9034428,5.9545580000000005
2023-12-16,14.22222222222222,23.000000000000004,4.222222222222223,1.0555555555555547,0.0,4.064107600000001,5.9545580000000005
2023-12-17,12.111111111111107,22.0,2.5,1.5000000000000016,0.0,3.4982192,6.759228
2023-12-18,12.833333333333334,20.0,5.999999999999998,3.722222222222224,0.0,5.1958844,7.24203
2023-12-19,9.055555555555554,18.000000000000004,2.000000000000001,5.166666666666665,0.0,1.7491096,7.885766
2023-12-20,11.055555555555555,18.000000000000004,3.777777777777776,8.277777777777779,0.0,1.6462208,7.563898
2023-12-21,13.0,17.0,9.888888888888888,11.277777777777777,0.508,1.1832212,4.9889540000000006
2023-12-22,10.88888888888889,19.0,4.000000000000002,9.11111111111111,0.0,1.2346656,4.9889540000000006
2023-12-23,11.72222222222222,19.0,5.999999999999998,9.888888888888888,0.254,1.28611,4.345218
2023-12-24,10.944444444444446,19.0,5.0,8.277777777777779,0.0,1.2346656,5.310822
2023-12-25,10.944444444444446,19.0,4.777777777777779,8.444444444444446,0.0,1.28611,5.63269
2023-12-26,11.61111111111111,17.0,4.722222222222222,9.055555555555554,0.0,1.9548872,4.9889540000000006
2023-12-27,10.5,18.000000000000004,4.000000000000002,8.0,0.0,1.8519984,4.9889540000000006
2023-12-28,9.444444444444445,19.0,1.1111111111111112,5.944444444444446,0.0,0.8745548,4.9889540000000006
2023-12-29,11.555555555555554,21.0,4.388888888888888,0.8888888888888897,0.0,1.4404432,5.149888000000001
2023-12-30,13.11111111111111,21.0,5.999999999999998,3.944444444444445,0.0,1.543332,5.9545580000000005
2023-12-31,11.666666666666666,21.0,5.38888888888889,6.833333333333332,0.0,0.8745548,6.115492
2024-01-01,14.5,21.38888888888889,7.388888888888887,10.5,0.0,2.057776,4.9889540000000006
2024-01-02,12.388888888888888,21.0,4.000000000000002,7.722222222222222,0.0,1.3375544,5.471756
2024-01-03,13.11111111111111,24.0,4.000000000000002,6.77777777777778,0.0,1.28611,4.9889540000000006
2024-01-04,13.555555555555555,19.0,5.38888888888889,9.11111111111111,0.0,2.2121092,5.149888000000001
