,mean_temperature,max_temperature,min_temperature,mean_dewPoint,total_precipitation,mean_windSpeed,mean_visibility
2017-01-01,14.277777777777779,19.777777777777775,8.0,9.11111111111111,0.0,2.314998,7.402963999999999
2017-01-02,16.555555555555557,22.11111111111111,8.88888888888889,5.555555555555555,0.0,3.5496636,9.495106
2017-01-03,17.22222222222222,23.277777777777782,10.0,6.888888888888888,0.0,2.1606648,9.977908000000001
2017-01-04,16.11111111111111,22.22222222222222,6.500000000000002,4.555555555555557,0.0,3.8068856,8.0467
2017-01-05,14.222222222222221,18.388888888888886,6.611111111111111,6.888888888888888,0.0,2.9323308000000003,6.759228
2017-01-06,14.833333333333334,19.0,9.000000000000002,11.277777777777777,0.0,3.0352196000000005,7.885766
2017-01-07,14.777777777777779,19.27777777777778,7.5,9.5,0.0,2.2635536000000003,9.977908000000001
2017-01-08,14.000000000000002,19.0,5.999999999999998,10.222222222222221,0.0,2.314998,6.276426
2017-01-09,13.833333333333334,17.38888888888889,10.0,10.555555555555555,0.0,3.601108,5.9545580000000005
2017-01-10,14.277777777777779,18.388888888888886,8.0,9.833333333333336,0.0,3.1895528,9.334171999999999
2017-01-11,15.5,18.22222222222222,12.611111111111112,12.277777777777779,0.0,3.85833,9.977908000000001
2017-01-12,15.777777777777779,19.61111111111111,12.0,5.833333333333333,0.0,4.2698852,13.035654
2017-01-13,14.722222222222221,18.388888888888886,7.88888888888889,11.777777777777779,0.0,3.343886,8.85137
2017-01-14,14.61111111111111,16.22222222222222,13.0,7.444444444444445,0.0,3.2409972,9.977908000000001
2017-01-15,12.277777777777779,15.61111111111111,5.999999999999998,4.8888888888888875,0.0,6.4819944,12.07005
2017-01-16,12.277777777777779,16.27777777777778,4.500000000000001,4.500000000000001,0.0,2.8808864,9.334171999999999
2017-01-17,12.833333333333334,17.0,5.499999999999999,6.500000000000002,0.0,3.086664,8.85137
2017-01-18,13.666666666666666,17.27777777777778,8.38888888888889,9.222222222222221,0.0,4.4242184,9.816974
2017-01-19,11.055555555555555,13.777777777777777,8.0,3.444444444444446,2.032,5.401662,10.621644
2017-01-20,11.666666666666666,15.88888888888889,6.611111111111111,6.500000000000002,2.032,5.0929956,9.977908000000001
2017-01-21,11.777777777777779,15.222222222222221,6.7777777777777795,6.388888888888889,5.08,3.4982192,9.977908000000001
2017-01-22,10.222222222222221,14.88888888888889,7.000000000000001,6.722222222222223,0.508,4.1669963999999995,8.529501999999999
2017-01-23,12.888888888888891,15.5,9.000000000000002,8.444444444444446,7.874,2.7265532,9.65604
2017-01-24,12.611111111111112,16.27777777777778,8.0,7.5,6.095999999999999,2.314998,9.977908000000001
2017-01-25,12.277777777777779,17.5,5.999999999999998,3.444444444444446,0.0,2.7265532,9.173238
2017-01-26,13.833333333333334,18.88888888888889,6.388888888888889,7.333333333333335,0.254,6.43055,8.207633999999999
2017-01-27,15.61111111111111,18.000000000000004,13.0,12.944444444444443,4.064,5.555995200000001,9.65604
2017-01-28,14.5,18.388888888888886,10.222222222222221,11.333333333333334,4.064,3.4982192,9.977908000000001
2017-01-29,13.333333333333334,16.61111111111111,8.0,9.11111111111111,0.0,4.064107600000001,7.724831999999999
2017-01-30,14.333333333333334,19.0,7.000000000000001,10.166666666666664,0.0,2.2121092,9.012303999999999
2017-01-31,14.88888888888889,18.388888888888886,10.5,12.055555555555557,0.0,4.2698852,6.9201619999999995
2017-02-01,14.666666666666666,18.000000000000004,10.0,11.055555555555555,0.0,3.3953303999999997,9.495106
2017-02-02,15.722222222222221,18.111111111111107,10.722222222222221,11.666666666666666,0.0,3.601108,8.690436
2017-02-03,17.0,20.38888888888889,12.722222222222221,13.055555555555555,0.0,3.85833,8.368568
2017-02-04,16.77777777777778,20.0,13.0,12.166666666666666,0.0,3.2409972,9.495106
2017-02-05,15.666666666666666,19.0,12.0,12.055555555555557,0.0,4.115552,9.334171999999999
2017-02-06,15.88888888888889,19.88888888888889,10.5,11.666666666666666,0.0,5.0929956,9.977908000000001
2017-02-07,15.222222222222221,18.388888888888886,10.0,10.722222222222221,0.0,3.9097744,9.65604
2017-02-08,15.166666666666666,18.000000000000004,10.777777777777779,11.277777777777777,0.0,4.7843292,9.977908000000001
2017-02-09,14.555555555555555,19.0,5.999999999999998,8.61111111111111,0.0,3.7554412,8.85137
2017-02-10,12.611111111111112,13.222222222222221,12.0,10.333333333333334,7.112,3.601108,7.402963999999999
2017-02-11,13.11111111111111,16.27777777777778,10.0,9.777777777777779,18.034,5.0929956,9.334171999999999
2017-02-12,15.333333333333334,19.0,13.0,12.055555555555557,12.953999999999999,4.887218,8.690436
2017-02-13,15.166666666666666,19.0,12.0,12.444444444444445,14.985999999999999,3.85833,9.977908000000001
2017-02-14,15.11111111111111,18.77777777777778,9.000000000000002,11.444444444444445,4.064,2.8808864,9.977908000000001
2017-02-15,15.444444444444445,19.0,10.0,11.555555555555554,0.0,2.9323308000000003,9.173238
2017-02-16,16.666666666666668,22.11111111111111,9.38888888888889,12.5,0.0,2.8294420000000002,7.402963999999999
2017-02-17,16.22222222222222,20.0,9.38888888888889,12.0,0.0,2.8294420000000002,9.65604
2017-02-18,15.38888888888889,18.000000000000004,11.61111111111111,12.055555555555557,0.0,2.314998,9.334171999999999
2017-02-19,13.555555555555555,17.61111111111111,12.0,10.999999999999998,0.508,3.7039968,7.402963999999999
2017-02-20,13.555555555555555,15.38888888888889,9.5,12.166666666666666,21.081999999999997,2.2121092,8.207633999999999
2017-02-21,14.666666666666666,18.000000000000004,10.999999999999998,11.833333333333332,5.08,3.1895528,9.65604
